original_concept_id,original_code,original_name,original_vocab,snomed_concept_id,snomed_concept_code,snomed_concept_name,snomed_vocab,mapping_relationship,frequency
40776128,LP19542-7,Cephaeline,LOINC,4264341,47383009,Cephaeline,SNOMED,Exact name match,1
40776096,LP18482-7,Norethindrone,LOINC,4129562,126102009,Norethindrone,SNOMED,Exact name match,1
40775962,LP16277-3,Secobarbital,LOINC,4156868,372737001,Secobarbital,SNOMED,Exact name match,1
40775909,LP15842-5,Pyridoxine,LOINC,4332777,430469009,Pyridoxine,SNOMED,Exact name match,1
40775886,LP15543-9,DOPamine,LOINC,4132330,412383006,Dopamine,SNOMED,Exact name match,1
40775858,LP15176-8,oxyMORphone,LOINC,4082598,24751001,Oxymorphone,SNOMED,Exact name match,1
40775837,LP14884-8,Silicon,LOINC,4197428,51420009,Silicon,SNOMED,Exact name match,1
40775816,LP14548-9,Molindone,LOINC,4187030,372799001,Molindone,SNOMED,Exact name match,1
40772978,LP33280-6,Hydrazine,LOINC,4146805,34641002,Hydrazine,SNOMED,Exact name match,1
40772864,LP21310-5,Efavirenz,LOINC,4305244,387001004,Efavirenz,SNOMED,Exact name match,1
40772651,LP16244-3,Phenazocine,LOINC,4301191,387326002,Phenazocine,SNOMED,Exact name match,1
40772634,LP16113-0,Digitoxin,LOINC,4189450,373534001,Digitoxin,SNOMED,Exact name match,1
40772627,LP16048-8,Cocaine,LOINC,4304286,387085005,Cocaine,SNOMED,Exact name match,1
40772624,LP16024-9,aMILoride,LOINC,4306036,387503008,Amiloride,SNOMED,Exact name match,1
40772607,LP15763-3,Gramicidin D,LOINC,4259229,412396007,Gramicidin d,SNOMED,Exact name match,1
3967777,LP434045-3,Dupilumab,LOINC,37116683,733487000,Dupilumab,SNOMED,Exact name match,1
37078632,LP17990-0,Dantrolene,LOINC,4159613,372819007,Dantrolene,SNOMED,Exact name match,1
37075378,LP18141-9,Zomepirac,LOINC,4321001,96176000,Zomepirac,SNOMED,Exact name match,1
37073713,LP172589-6,Danazol,LOINC,4054332,126124009,Danazol,SNOMED,Exact name match,1
37070091,LP62166-1,Erythritol,LOINC,763658,444471000124101,Erythritol,SNOMED,Exact name match,1
37069902,LP19145-9,Methylergonovine,LOINC,4053663,126074008,Methylergonovine,SNOMED,Exact name match,1
37069695,LP250851-5,Ustekinumab,LOINC,40481877,443465002,Ustekinumab,SNOMED,Exact name match,1
37064720,LP230023-6,Cannabidiol,LOINC,4319736,96223000,Cannabidiol,SNOMED,Exact name match,1
37060260,LP14892-1,methazolAMIDE,LOINC,4204089,53052005,Methazolamide,SNOMED,Exact name match,1
37056617,LP35809-0,Ribavirin,LOINC,4298916,387188005,Ribavirin,SNOMED,Exact name match,1
37056489,LP172583-9,SORAfenib,LOINC,4228599,422042001,Sorafenib,SNOMED,Exact name match,1
37051074,LP61620-8,Fosphenytoin,LOINC,4157763,372484000,Fosphenytoin,SNOMED,Exact name match,1
37046185,LP18611-1,Methoxyflurane,LOINC,4008553,11136004,Methoxyflurane,SNOMED,Exact name match,1
37040911,LP21146-3,Cisapride,LOINC,4304307,387164008,Cisapride,SNOMED,Exact name match,1
37039783,LP15165-1,Bromocriptine,LOINC,4305254,387039007,Bromocriptine,SNOMED,Exact name match,1
37039172,LP36784-4,Teriflunomide,LOINC,45771376,703785006,Teriflunomide,SNOMED,Exact name match,1
37036908,LP15630-4,Hexachlorophene,LOINC,4299886,387103004,Hexachlorophene,SNOMED,Exact name match,1
37035214,LP100039-9,Iloperidone,LOINC,40485366,442849001,Iloperidone,SNOMED,Exact name match,1
37034567,LP15451-5,Biotin,LOINC,4229621,8919000,Biotin,SNOMED,Exact name match,1
37029921,LP20808-9,Vigabatrin,LOINC,4149304,310283001,Vigabatrin,SNOMED,Exact name match,1
37026178,LP266348-4,Perampanel,LOINC,45766043,703127006,Perampanel,SNOMED,Exact name match,1
36306476,LP19540-1,tiaGABine,LOINC,4163774,372485004,Tiagabine,SNOMED,Exact name match,1
36204697,LP16489-4,Streptokinase,LOINC,4193833,395889004,Streptokinase,SNOMED,Exact name match,1
36034099,LP421000-3,Methylene blue,LOINC,4284825,6725000,Methylene blue,SNOMED,Exact name match,1
21496006,LP173640-6,Nitric oxide,LOINC,4283972,6710000,Nitric oxide,SNOMED,Exact name match,1
1991597,LP429469-2,Brexpiprazole,LOINC,37399494,716069007,Brexpiprazole,SNOMED,Exact name match,1
1991596,LP429468-4,Cariprazine,LOINC,37395744,715295006,Cariprazine,SNOMED,Exact name match,1
1177113,LP35848-8,Dalbavancin,LOINC,45766695,703917001,Dalbavancin,SNOMED,Exact name match,1
1176968,LP36048-4,Tigecycline,LOINC,4303671,418313005,Tigecycline,SNOMED,Exact name match,1
1176806,LP17268-1,Ceftibuten,LOINC,4301315,387535008,Ceftibuten,SNOMED,Exact name match,1
1176668,LP158089-5,Telavancin,LOINC,40482310,443553004,Telavancin,SNOMED,Exact name match,1
