Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
9244	/100.{sperm}	per 100 spermatozoa	Unit	Unit	UCUM	Valid	Standard
9245	/dL	per deciliter	Unit	Unit	UCUM	Valid	Standard
9246	/g	per gram	Unit	Unit	UCUM	Valid	Standard
9247	/g{creat}	per gram of creatinine	Unit	Unit	UCUM	Valid	Standard
9248	/g{HBG}	per gram of hemoglobin	Unit	Unit	UCUM	Valid	Standard
9249	/g{tot'nit}	per gram of total nitrogen	Unit	Unit	UCUM	Valid	Standard
9250	/g{tot'prot}	per gram of total protein	Unit	Unit	UCUM	Valid	Standard
9251	/g{wet'tis}	per gram of wet tissue	Unit	Unit	UCUM	Valid	Standard
9252	/kg	per kilogram	Unit	Unit	UCUM	Valid	Standard
9253	/kg{body'wt}	per kilogram body weight	Unit	Unit	UCUM	Valid	Standard
9254	/L	per liter	Unit	Unit	UCUM	Valid	Standard
9255	/m2	per square meter	Unit	Unit	UCUM	Valid	Standard
9256	/mg	per milligram	Unit	Unit	UCUM	Valid	Standard
9257	/mL	per milliliter	Unit	Unit	UCUM	Valid	Standard
9258	9258	Invalid UCUM Concept, do not use	Unit	Unit	UCUM	Invalid	Non-standard
9259	9259	Invalid UCUM Concept, do not use	Unit	Unit	UCUM	Invalid	Non-standard
9260	[arb'U]	arbitrary unit	Unit	Unit	UCUM	Valid	Standard
9261	[bbl_us]	barrel	Unit	Unit	UCUM	Valid	Standard
9262	[bdsk'U]	Bodansky unit	Unit	Unit	UCUM	Valid	Standard
9263	[bf_i]	board foot	Unit	Unit	UCUM	Valid	Standard
9264	[Btu]	thermal unit (British)	Unit	Unit	UCUM	Valid	Standard
9265	[Btu_39]	British thermal unit at 39 degrees Fahrenheit	Unit	Unit	UCUM	Valid	Standard
9266	[Btu_59]	british thermal unit at 59 degrees Fahrenheit	Unit	Unit	UCUM	Valid	Standard
9267	[Btu_60]	British thermal unit at 60 degrees Fahrenheit	Unit	Unit	UCUM	Valid	Standard
9268	[Btu_IT]	thermal unit (international)	Unit	Unit	UCUM	Valid	Standard
9269	[Btu_m]	mean British Thermal Unit	Unit	Unit	UCUM	Valid	Standard
9270	[Btu_th]	thermochemical British Thermal Unit	Unit	Unit	UCUM	Valid	Standard
9271	[bu_us]	bushel (US)	Unit	Unit	UCUM	Valid	Standard
9272	[c]	velocity of light	Unit	Unit	UCUM	Valid	Standard
9273	[Cal]	nutrition label calories	Unit	Unit	UCUM	Valid	Standard
9274	[car_Au]	carat of gold alloys	Unit	Unit	UCUM	Valid	Standard
9275	[car_m]	metric carat	Unit	Unit	UCUM	Valid	Standard
9276	[CCID_50]	50% cell culture infectious dose	Unit	Unit	UCUM	Valid	Standard
9277	[cft_i]	cubic foot	Unit	Unit	UCUM	Valid	Standard
9278	[CFU]	colony forming unit	Unit	Unit	UCUM	Valid	Standard
9279	[Ch]	charriere french	Unit	Unit	UCUM	Valid	Standard
9280	[ch_br]	Gunter's chain (British)	Unit	Unit	UCUM	Valid	Standard
9281	[ch_us]	Gunter's chain (US)	Unit	Unit	UCUM	Valid	Standard
9282	[cicero]	cicero didot's pica	Unit	Unit	UCUM	Valid	Standard
9283	[cin_i]	cubic inch	Unit	Unit	UCUM	Valid	Standard
9284	[cml_i]	circular mil	Unit	Unit	UCUM	Valid	Standard
9285	[cr_i]	cord (international)	Unit	Unit	UCUM	Valid	Standard
9286	[crd_us]	cord (US)	Unit	Unit	UCUM	Valid	Standard
9287	[cup_us]	cup	Unit	Unit	UCUM	Valid	Standard
9288	[cyd_i]	cubic yard	Unit	Unit	UCUM	Valid	Standard
9289	[degF]	degree Fahrenheit	Unit	Unit	UCUM	Valid	Standard
9290	[didot]	Didot's point	Unit	Unit	UCUM	Valid	Standard
9291	[diop]	diopter	Unit	Unit	UCUM	Valid	Standard
9292	[dpt_us]	dry pint	Unit	Unit	UCUM	Valid	Standard
9293	[dqt_us]	dry quart	Unit	Unit	UCUM	Valid	Standard
9294	[dr_ap]	dram (apothecary)	Unit	Unit	UCUM	Valid	Standard
9295	[dr_av]	dram (avoirdupois)	Unit	Unit	UCUM	Valid	Standard
9296	[drp]	drop	Unit	Unit	UCUM	Valid	Standard
9297	[dye'U]	dye unit	Unit	Unit	UCUM	Valid	Standard
9298	[e]	elementary charge	Unit	Unit	UCUM	Valid	Standard
9299	[eps_0]	permittivity of vacuum	Unit	Unit	UCUM	Valid	Standard
9300	[fdr_br]	fluid dram (British)	Unit	Unit	UCUM	Valid	Standard
9301	[fdr_us]	fluid dram (US)	Unit	Unit	UCUM	Valid	Standard
9302	[FFU]	focus forming unit	Unit	Unit	UCUM	Valid	Standard
9303	[foz_br]	fluid ounce (British)	Unit	Unit	UCUM	Valid	Standard
9304	[foz_us]	fluid ounce (US)	Unit	Unit	UCUM	Valid	Standard
9305	[ft_br]	foot (British)	Unit	Unit	UCUM	Valid	Standard
9306	[ft_i]	foot (international)	Unit	Unit	UCUM	Valid	Standard
9307	[ft_us]	foot (US)	Unit	Unit	UCUM	Valid	Standard
9308	[fth_br]	fathom (British)	Unit	Unit	UCUM	Valid	Standard
9309	[fth_i]	fathom (international)	Unit	Unit	UCUM	Valid	Standard
9310	[fth_us]	fathom (US)	Unit	Unit	UCUM	Valid	Standard
9311	[fur_us]	furlong	Unit	Unit	UCUM	Valid	Standard
9312	[G]	Newtonian constant of gravitation	Unit	Unit	UCUM	Valid	Standard
9313	[g]	standard acceleration of free fall	Unit	Unit	UCUM	Valid	Standard
9314	[gal_br]	gallon (British)	Unit	Unit	UCUM	Valid	Standard
9316	[gal_wi]	winchester gallon	Unit	Unit	UCUM	Valid	Standard
9317	[gil_br]	gill (British)	Unit	Unit	UCUM	Valid	Standard
9318	[gil_us]	gill (US)	Unit	Unit	UCUM	Valid	Standard
9319	[gr]	grain	Unit	Unit	UCUM	Valid	Standard
9320	[h]	planck constant	Unit	Unit	UCUM	Valid	Standard
9321	[hd_i]	hand	Unit	Unit	UCUM	Valid	Standard
9322	[hnsf'U]	Hounsfield unit	Unit	Unit	UCUM	Valid	Standard
9323	[HP]	horsepower	Unit	Unit	UCUM	Valid	Standard
9324	[hp_C]	homeopathic potency of centesimal series	Unit	Unit	UCUM	Valid	Standard
9325	[hp_X]	homeopathic potency of decimal series	Unit	Unit	UCUM	Valid	Standard
9326	[in_br]	inch (British)	Unit	Unit	UCUM	Valid	Standard
9327	[in_i]	inch (international)	Unit	Unit	UCUM	Valid	Standard
9328	[in_i'H2O]	inch of water column	Unit	Unit	UCUM	Valid	Standard
9329	[in_i'Hg]	inch of mercury column	Unit	Unit	UCUM	Valid	Standard
9330	[in_us]	inch (US)	Unit	Unit	UCUM	Valid	Standard
9332	[iU]/dL	international unit per deciliter	Unit	Unit	UCUM	Valid	Standard
9333	[iU]/g	international unit per gram	Unit	Unit	UCUM	Valid	Standard
9334	[iU]/g{HBG}	international unit per gram of hemoglobin	Unit	Unit	UCUM	Valid	Standard
9335	[iU]/kg	international unit per kilogram	Unit	Unit	UCUM	Valid	Standard
9338	[k]	Boltzmann constant	Unit	Unit	UCUM	Valid	Standard
9339	[ka'U]	King-Armstrong unit	Unit	Unit	UCUM	Valid	Standard
9340	[kn_br]	knot (British)	Unit	Unit	UCUM	Valid	Standard
9341	[kn_i]	knot (international)	Unit	Unit	UCUM	Valid	Standard
9342	[knk'U]	Kunkel unit	Unit	Unit	UCUM	Valid	Standard
9343	[lb_ap]	pound (apothecary)	Unit	Unit	UCUM	Valid	Standard
9345	[lb_tr]	pound (troy system)	Unit	Unit	UCUM	Valid	Standard
9346	[lbf_av]	pound force (avoirdupois)	Unit	Unit	UCUM	Valid	Standard
9347	[lcwt_av]	long hundredweight	Unit	Unit	UCUM	Valid	Standard
9348	lg([U])/mL	log10 unit per milliliter	Unit	Unit	UCUM	Valid	Standard
9349	[ligne]	ligne french line	Unit	Unit	UCUM	Valid	Standard
9350	[lk_br]	link for Gunter's chain (British)	Unit	Unit	UCUM	Valid	Standard
9351	[lk_us]	link for Gunter's chain (US)	Unit	Unit	UCUM	Valid	Standard
9352	[lne]	line	Unit	Unit	UCUM	Valid	Standard
9354	[lton_av]	long ton (British)	Unit	Unit	UCUM	Valid	Standard
9355	[ly]	light-year	Unit	Unit	UCUM	Valid	Standard
9356	[m_e]	electron mass	Unit	Unit	UCUM	Valid	Standard
9357	[m_p]	proton mass	Unit	Unit	UCUM	Valid	Standard
9358	[mclg'U]	mac lagan unit	Unit	Unit	UCUM	Valid	Standard
9359	[mesh_i]	mesh	Unit	Unit	UCUM	Valid	Standard
9360	[MET]	metabolic equivalent	Unit	Unit	UCUM	Valid	Standard
9361	[mi_br]	mile (British)	Unit	Unit	UCUM	Valid	Standard
9362	[mi_i]	statute mile	Unit	Unit	UCUM	Valid	Standard
9363	[mi_us]	mile (US)	Unit	Unit	UCUM	Valid	Standard
9364	[mil_i]	mil (international)	Unit	Unit	UCUM	Valid	Standard
9365	[mil_us]	mil (US)	Unit	Unit	UCUM	Valid	Standard
9366	[min_br]	minim (British)	Unit	Unit	UCUM	Valid	Standard
9367	[min_us]	minim (US)	Unit	Unit	UCUM	Valid	Standard
9369	[mu_0]	permeability of vacuum	Unit	Unit	UCUM	Valid	Standard
9370	[nmi_br]	nautical mile (British)	Unit	Unit	UCUM	Valid	Standard
9371	[nmi_i]	nautical mile (international)	Unit	Unit	UCUM	Valid	Standard
9372	[oz_ap]	ounce (apothecary)	Unit	Unit	UCUM	Valid	Standard
9373	[oz_av]	ounce (avoirdupois)	Unit	Unit	UCUM	Valid	Standard
9374	[oz_tr]	ounce (troy system)	Unit	Unit	UCUM	Valid	Standard
9375	[pc_br]	pace	Unit	Unit	UCUM	Valid	Standard
9376	[pca]	pica	Unit	Unit	UCUM	Valid	Standard
9377	[pca_pr]	printer's pica	Unit	Unit	UCUM	Valid	Standard
9378	[p'diop]	prism diopter	Unit	Unit	UCUM	Valid	Standard
9379	[PFU]	plaque forming unit	Unit	Unit	UCUM	Valid	Standard
9380	[pi]	the number pi	Unit	Unit	UCUM	Valid	Standard
9381	[pied]	pied french foot	Unit	Unit	UCUM	Valid	Standard
9382	[pk_br]	peck (British)	Unit	Unit	UCUM	Valid	Standard
9383	[pk_us]	peck (US)	Unit	Unit	UCUM	Valid	Standard
9384	[pnt]	point	Unit	Unit	UCUM	Valid	Standard
9385	[pnt_pr]	printer's point	Unit	Unit	UCUM	Valid	Standard
9386	[pouce]	pouce french inch	Unit	Unit	UCUM	Valid	Standard
9387	[ppm]	parts per million	Unit	Unit	UCUM	Valid	Standard
9388	[PRU]	peripheral vascular resistance unit	Unit	Unit	UCUM	Valid	Standard
9389	[psi]	pound per sqare inch	Unit	Unit	UCUM	Valid	Standard
9390	[pt_br]	pint (British)	Unit	Unit	UCUM	Valid	Standard
9391	[pt_us]	pint (US)	Unit	Unit	UCUM	Valid	Standard
9392	[pwt_tr]	pennyweight	Unit	Unit	UCUM	Valid	Standard
9393	[qt_br]	quart (British)	Unit	Unit	UCUM	Valid	Standard
9394	[qt_us]	quart (US)	Unit	Unit	UCUM	Valid	Standard
9395	[rch_us]	Ramden's chain	Unit	Unit	UCUM	Valid	Standard
9396	[rd_br]	rod (British)	Unit	Unit	UCUM	Valid	Standard
9397	[rd_us]	rod (US)	Unit	Unit	UCUM	Valid	Standard
9398	[rlk_us]	link for Ramden's chain	Unit	Unit	UCUM	Valid	Standard
9399	[S]	Svedberg unit	Unit	Unit	UCUM	Valid	Standard
9400	[sc_ap]	scruple	Unit	Unit	UCUM	Valid	Standard
9401	[sct]	section	Unit	Unit	UCUM	Valid	Standard
9402	[scwt_av]	hundredweight (US)	Unit	Unit	UCUM	Valid	Standard
9403	[sft_i]	square foot	Unit	Unit	UCUM	Valid	Standard
9404	[sin_i]	square inch	Unit	Unit	UCUM	Valid	Standard
9405	[smgy'U]	Somogyi unit	Unit	Unit	UCUM	Valid	Standard
9406	[smi_us]	square mile	Unit	Unit	UCUM	Valid	Standard
9407	[smoot]	smoot	Unit	Unit	UCUM	Valid	Standard
9408	[srd_us]	square rod	Unit	Unit	UCUM	Valid	Standard
9409	[ston_av]	short ton (US)	Unit	Unit	UCUM	Valid	Standard
9410	[stone_av]	stone	Unit	Unit	UCUM	Valid	Standard
9411	[syd_i]	square yard	Unit	Unit	UCUM	Valid	Standard
9412	[tbs_us]	tablespoon	Unit	Unit	UCUM	Valid	Standard
9413	[tb'U]	tuberculin unit	Unit	Unit	UCUM	Valid	Standard
9414	[tcid_50]	50% tissue culture infectious dose	Unit	Unit	UCUM	Valid	Standard
9415	[todd'U]	Todd unit	Unit	Unit	UCUM	Valid	Standard
9416	[tsp_us]	teaspoon	Unit	Unit	UCUM	Valid	Standard
9417	[twp]	township	Unit	Unit	UCUM	Valid	Standard
9418	[USP'U]	US pharmacopeia unit	Unit	Unit	UCUM	Valid	Standard
9419	[yd_br]	yard (British)	Unit	Unit	UCUM	Valid	Standard
9420	[yd_i]	yard (international)	Unit	Unit	UCUM	Valid	Standard
9421	[yd_us]	yard (US)	Unit	Unit	UCUM	Valid	Standard
9422	{AHG}eq/mL	AHG-equivalent per milliliter	Unit	Unit	UCUM	Valid	Standard
9423	[CFU]/mL	colony forming unit per milliliter	Unit	Unit	UCUM	Valid	Standard
9424	[CH50'U]/mL	complement Ch50 unit per milliliter	Unit	Unit	UCUM	Valid	Standard
9425	[EU]/100.g	Ehrlich unit per 100 gram	Unit	Unit	UCUM	Valid	Standard
9426	[ELU]/mL	ELISA unit per milliliter	Unit	Unit	UCUM	Valid	Standard
9427	{rbc}	red blood cell count [number]	Unit	Unit	UCUM	Invalid	Non-standard
9428	{RBC}/uL	red blood cells per microliter	Unit	Unit	UCUM	Valid	Standard
9429	{Relative}%	Relative Percent [General Fraction Unit]	Unit	Unit	UCUM	Invalid	Non-standard
9430	{sperm}/mL	spermatozoa per milliliter	Unit	Unit	UCUM	Valid	Standard
9431	{tbl}	tablet	Unit	Unit	UCUM	Valid	Standard
9433	10*	number ten	Unit	Unit	UCUM	Valid	Standard
9434	10*3.{RBC}	thousand red blood cells	Unit	Unit	UCUM	Valid	Standard
9435	10*3/L	thousand per liter	Unit	Unit	UCUM	Valid	Standard
9436	10*3/mL	thousand per milliliter	Unit	Unit	UCUM	Valid	Standard
9437	10*3.{copies}/mL	thousand copies per milliliter	Unit	Unit	UCUM	Valid	Standard
9438	10*5	hundred thousand	Unit	Unit	UCUM	Valid	Standard
9439	10*6.[iU]	mega-international unit	Unit	Unit	UCUM	Invalid	Non-standard
9440	10*6.eq/mL	megaequivalent per milliliter	Unit	Unit	UCUM	Valid	Standard
9441	10*6/{spec}	million per specimen	Unit	Unit	UCUM	Valid	Standard
9442	10*6/L	million per liter	Unit	Unit	UCUM	Valid	Standard
9443	10*8	hundred million	Unit	Unit	UCUM	Valid	Standard
9444	10*9/L	billion per liter	Unit	Unit	UCUM	Valid	Standard
9445	10*9/mL	billion per milliliter	Unit	Unit	UCUM	Valid	Standard
9446	10*9/uL	billion per microliter	Unit	Unit	UCUM	Valid	Standard
9447	10^	the number ten	Unit	Unit	UCUM	Valid	Standard
9448	a	year	Unit	Unit	UCUM	Valid	Standard
9449	a_g	mean gregorian year	Unit	Unit	UCUM	Valid	Standard
9450	a_j	mean julian year	Unit	Unit	UCUM	Valid	Standard
9451	a_t	tropical year	Unit	Unit	UCUM	Valid	Standard
9452	Ang	Angstrom	Unit	Unit	UCUM	Valid	Standard
9453	ar	are	Unit	Unit	UCUM	Valid	Standard
9454	atm	standard atmosphere	Unit	Unit	UCUM	Valid	Standard
9455	att	technical atmosphere	Unit	Unit	UCUM	Valid	Standard
9456	b	barn	Unit	Unit	UCUM	Valid	Standard
9457	B	bel	Unit	Unit	UCUM	Valid	Standard
9458	B[kW]	bel kilowatt	Unit	Unit	UCUM	Valid	Standard
9459	B[mV]	bel millivolt	Unit	Unit	UCUM	Valid	Standard
9460	B[SPL]	bel sound pressure	Unit	Unit	UCUM	Valid	Standard
9461	B[uV]	bel microvolt	Unit	Unit	UCUM	Valid	Standard
9462	B[V]	bel volt	Unit	Unit	UCUM	Valid	Standard
9463	B[W]	bel watt	Unit	Unit	UCUM	Valid	Standard
9464	bar	bar	Unit	Unit	UCUM	Valid	Standard
9465	Bd	baud	Unit	Unit	UCUM	Valid	Standard
9466	Bi	biot	Unit	Unit	UCUM	Valid	Standard
9467	bit	bit	Unit	Unit	UCUM	Valid	Standard
9468	bit_s	bit [amount of information]	Unit	Unit	UCUM	Invalid	Non-standard
9469	Bq	becquerel	Unit	Unit	UCUM	Valid	Standard
9470	By	byte	Unit	Unit	UCUM	Valid	Standard
9471	C	coulomb	Unit	Unit	UCUM	Valid	Standard
9472	cal	calorie	Unit	Unit	UCUM	Valid	Standard
9473	cal_[15]	calorie at 15 degrees Celsius	Unit	Unit	UCUM	Valid	Standard
9474	cal_[20]	calorie at 20 degrees Celsius	Unit	Unit	UCUM	Valid	Standard
9475	cal_IT	calorie (international table)	Unit	Unit	UCUM	Valid	Standard
9476	cal_m	mean calorie	Unit	Unit	UCUM	Valid	Standard
9477	cal_th	thermochemical calorie	Unit	Unit	UCUM	Valid	Standard
9478	cd	candela	Unit	Unit	UCUM	Valid	Standard
9479	cg	centigram	Unit	Unit	UCUM	Valid	Standard
9480	Ci	curie	Unit	Unit	UCUM	Valid	Standard
9481	circ	circle	Unit	Unit	UCUM	Valid	Standard
9482	cL	centiliter	Unit	Unit	UCUM	Valid	Standard
9483	cm2	square centimeter	Unit	Unit	UCUM	Valid	Standard
9484	deg	degree	Unit	Unit	UCUM	Valid	Standard
9485	dg	decigram	Unit	Unit	UCUM	Valid	Standard
9486	dL	deciliter	Unit	Unit	UCUM	Valid	Standard
9487	dm	decimeter	Unit	Unit	UCUM	Valid	Standard
9488	dyn	dyne	Unit	Unit	UCUM	Valid	Standard
9489	eq	equivalent	Unit	Unit	UCUM	Valid	Standard
9490	eq/L	equivalent per liter	Unit	Unit	UCUM	Valid	Standard
9491	eq/mL	equivalent per milliliter	Unit	Unit	UCUM	Valid	Standard
9492	eq/mmol	equivalent per millimole	Unit	Unit	UCUM	Valid	Standard
9493	eq/umol	equivalent per micromole	Unit	Unit	UCUM	Valid	Standard
9494	erg	erg	Unit	Unit	UCUM	Valid	Standard
9495	eV	electronvolt	Unit	Unit	UCUM	Valid	Standard
9496	fg	femtogram	Unit	Unit	UCUM	Valid	Standard
9497	fm	femtometer	Unit	Unit	UCUM	Valid	Standard
9498	fmol	femtomole	Unit	Unit	UCUM	Valid	Standard
9499	fmol/g	femtomole per gram	Unit	Unit	UCUM	Valid	Standard
9500	fmol/mg	femtomole per milligram	Unit	Unit	UCUM	Valid	Standard
9501	fmol/mL	femtomole per milliliter	Unit	Unit	UCUM	Valid	Standard
9502	G	Gauss	Unit	Unit	UCUM	Valid	Standard
9503	g%	gram percent	Unit	Unit	UCUM	Valid	Standard
9504	g.m	gram-meter	Unit	Unit	UCUM	Valid	Standard
9505	g.m/({hb}.m2)	gram-meter per heart beat per square meter	Unit	Unit	UCUM	Valid	Standard
9506	g.m/{H.B.}	gram meter per heartbeat [proportional to ventricular stroke work]	Unit	Unit	UCUM	Invalid	Non-standard
9507	g.m/{hb}	gram-meter per heart beat	Unit	Unit	UCUM	Valid	Standard
9508	g/100.g	gram per 100 gram	Unit	Unit	UCUM	Valid	Standard
9509	g/{tot'wt}	gram per total weight	Unit	Unit	UCUM	Valid	Standard
9510	g/g	gram per gram	Unit	Unit	UCUM	Valid	Standard
9511	g/g{creat}	gram per gram of creatinine	Unit	Unit	UCUM	Valid	Standard
9512	g/kg	gram per kilogram	Unit	Unit	UCUM	Valid	Standard
9513	g/m2	gram per square meter	Unit	Unit	UCUM	Valid	Standard
9514	g/mL	gram per milliliter	Unit	Unit	UCUM	Valid	Standard
9515	[gal_us]	gallon (US)	Unit	Unit	UCUM	Valid	Standard
9516	Gb	gilbert	Unit	Unit	UCUM	Valid	Standard
9517	gf	gram-force	Unit	Unit	UCUM	Valid	Standard
9518	gon	gon grade	Unit	Unit	UCUM	Valid	Standard
9519	Gy	gray	Unit	Unit	UCUM	Valid	Standard
9520	hL	hectoliter	Unit	Unit	UCUM	Valid	Standard
9521	Hz	Hertz	Unit	Unit	UCUM	Valid	Standard
9522	J	joule	Unit	Unit	UCUM	Valid	Standard
9523	K	kelvin	Unit	Unit	UCUM	Valid	Standard
9524	K/W	kelvin per watt	Unit	Unit	UCUM	Valid	Standard
9525	10*3.[iU]/mL	kilo-international unit per milliliter	Unit	Unit	UCUM	Valid	Standard
9526	kat	katal	Unit	Unit	UCUM	Valid	Standard
9527	kat/kg	katal per kilogram	Unit	Unit	UCUM	Valid	Standard
9528	kcal/[oz_av]	kilocalories per ounce	Unit	Unit	UCUM	Valid	Standard
9529	kg	kilogram	Unit	Unit	UCUM	Valid	Standard
9530	kg/L	kilogram per liter	Unit	Unit	UCUM	Valid	Standard
9531	kg/m2	kilogram per square meter	Unit	Unit	UCUM	Valid	Standard
9532	kg/m3	kilogram per cubic meter	Unit	Unit	UCUM	Valid	Standard
9533	kg/mol	kilogram per mole	Unit	Unit	UCUM	Valid	Standard
9534	kg{wet'tis}	kilogram of wet tissue	Unit	Unit	UCUM	Valid	Standard
9535	kL	kiloliter	Unit	Unit	UCUM	Valid	Standard
9536	km	kilometer	Unit	Unit	UCUM	Valid	Standard
9537	ks	kilosecond	Unit	Unit	UCUM	Valid	Standard
9538	10*3.[U]/g	kilounit per gram	Unit	Unit	UCUM	Valid	Standard
9539	Ky	kayser	Unit	Unit	UCUM	Valid	Standard
9540	l	liter [volume]	Unit	Unit	UCUM	Invalid	Non-standard
9541	L.s2/s	liter-square second per second	Unit	Unit	UCUM	Valid	Standard
9542	L/kg	liter per kilogram	Unit	Unit	UCUM	Valid	Standard
9543	lm	lumen	Unit	Unit	UCUM	Valid	Standard
9544	Lmb	lambert	Unit	Unit	UCUM	Valid	Standard
9545	lx	lux	Unit	Unit	UCUM	Valid	Standard
9546	m	meter	Unit	Unit	UCUM	Valid	Standard
9547	m[H2O]	meter of water column	Unit	Unit	UCUM	Valid	Standard
9548	m[Hg]	meter of mercury column	Unit	Unit	UCUM	Valid	Standard
9550	10*-3.[iU]/mL	milli-international unit per milliliter	Unit	Unit	UCUM	Valid	Standard
9551	10*-3.eq	milliequivalent	Unit	Unit	UCUM	Valid	Standard
9552	10*-3.eq/{spec}	milliequivalent per specimen	Unit	Unit	UCUM	Valid	Standard
9553	10*-3.eq/dL	milliequivalent per deciliter	Unit	Unit	UCUM	Valid	Standard
9554	10*-3.eq/g	milliequivalent per gram	Unit	Unit	UCUM	Valid	Standard
9555	10*-3.eq/g{creat}	milliequivalent per gram of creatinine	Unit	Unit	UCUM	Valid	Standard
9556	10*-3.eq/kg	milliequivalent per kilogram	Unit	Unit	UCUM	Valid	Standard
9557	10*-3.eq/L	milliequivalent per liter	Unit	Unit	UCUM	Valid	Standard
9558	10*-3.eq/m2	milliequivalent per square meter	Unit	Unit	UCUM	Valid	Standard
9559	10*-3.eq/mL	milliequivalent per milliliter	Unit	Unit	UCUM	Valid	Standard
9560	mg/{tot'vol}	milligram per total volume	Unit	Unit	UCUM	Valid	Standard
9561	mg/{vol}	milligram per volume	Unit	Unit	UCUM	Valid	Standard
9562	mg/kg	milligram per kilogram	Unit	Unit	UCUM	Valid	Standard
9563	mg/m2	milligram per square meter	Unit	Unit	UCUM	Valid	Standard
9564	mg/m3	milligram per cubic meter	Unit	Unit	UCUM	Valid	Standard
9565	mg/mg	milligram per milligram	Unit	Unit	UCUM	Valid	Standard
9566	mg{creat}	milligram of creatinine	Unit	Unit	UCUM	Valid	Standard
9567	mg{phenylketone}/dL	milligram of phenylketones per deciliter	Unit	Unit	UCUM	Valid	Standard
9568	mho	mho	Unit	Unit	UCUM	Valid	Standard
9569	mL/{hb}	milliliter per heart beat	Unit	Unit	UCUM	Valid	Standard
9570	mL/dL	milliliter per deciliter	Unit	Unit	UCUM	Valid	Standard
9571	mL/kg	milliliter per kilogram	Unit	Unit	UCUM	Valid	Standard
9572	mm2	square millimeter	Unit	Unit	UCUM	Valid	Standard
9573	mmol	millimole	Unit	Unit	UCUM	Valid	Standard
9574	mmol/{tot'vol}	millimole per total volume	Unit	Unit	UCUM	Valid	Standard
9575	mmol/dL	millimole per deciliter	Unit	Unit	UCUM	Valid	Standard
9576	mmol/g	millimole per gram	Unit	Unit	UCUM	Valid	Standard
9577	mmol/kg	millimole per kilogram	Unit	Unit	UCUM	Valid	Standard
9578	mmol/m2	millimole per square meter	Unit	Unit	UCUM	Valid	Standard
9579	mmol/mol	millimole per mole	Unit	Unit	UCUM	Valid	Standard
9580	mo	month	Unit	Unit	UCUM	Valid	Standard
9581	mo_g	mean gregorian month	Unit	Unit	UCUM	Valid	Standard
9582	mo_j	mean julian month	Unit	Unit	UCUM	Valid	Standard
9583	mo_s	synodal month	Unit	Unit	UCUM	Valid	Standard
9584	mol	mole	Unit	Unit	UCUM	Valid	Standard
9585	mol/kg	mole per kilogram	Unit	Unit	UCUM	Valid	Standard
9586	mol/L	mole per liter	Unit	Unit	UCUM	Valid	Standard
9587	mol/m3	mole per cubic meter	Unit	Unit	UCUM	Valid	Standard
9588	mol/mL	mole per milliliter	Unit	Unit	UCUM	Valid	Standard
9591	mosm/L	milliosmole per liter	Unit	Unit	UCUM	Valid	Standard
9592	Ms	megasecond	Unit	Unit	UCUM	Valid	Standard
9593	ms	millisecond	Unit	Unit	UCUM	Valid	Standard
9594	10*-3.[U]/g	milliunit per gram	Unit	Unit	UCUM	Valid	Standard
9595	10*-3.[U]/g{HGB}	milliunit per gram of hemoglobin	Unit	Unit	UCUM	Valid	Standard
9596	10*-3.[U]/mg	milliunit per milligram	Unit	Unit	UCUM	Valid	Standard
9597	10*-3.[U]/mg{creat}	milliunit per milligram of creatinine	Unit	Unit	UCUM	Valid	Standard
9598	Mx	maxwell	Unit	Unit	UCUM	Valid	Standard
9599	N	newton	Unit	Unit	UCUM	Valid	Standard
9600	ng	nanogram	Unit	Unit	UCUM	Valid	Standard
9601	ng/g{creat}	nanogram per gram of creatinine	Unit	Unit	UCUM	Valid	Standard
9602	ng/kg	nanogram per kilogram	Unit	Unit	UCUM	Valid	Standard
9603	ng/m2	nanogram per square meter	Unit	Unit	UCUM	Valid	Standard
9604	ng/mg{prot}	nanogram per milligram of protein	Unit	Unit	UCUM	Valid	Standard
9606	nL	nanoliter	Unit	Unit	UCUM	Valid	Standard
9607	nmol	nanomole	Unit	Unit	UCUM	Valid	Standard
9608	nmol/dL	nanomole per deciliter	Unit	Unit	UCUM	Valid	Standard
9609	nmol/g	nanomole per gram	Unit	Unit	UCUM	Valid	Standard
9610	nmol/g{creat}	nanomole per gram of creatinine	Unit	Unit	UCUM	Valid	Standard
9611	nmol/mg	nanomole per milligram	Unit	Unit	UCUM	Valid	Standard
9612	nmol/mmol	nanomole per millimole	Unit	Unit	UCUM	Valid	Standard
9613	nmol/mmol{Cre}	NanoMoles Per MilliMole Creatinine [Substance Ratio Or Substance Fraction Units]	Unit	Unit	UCUM	Invalid	Non-standard
9614	nmol/mol	nanomole per mole	Unit	Unit	UCUM	Valid	Standard
9615	Np	neper	Unit	Unit	UCUM	Valid	Standard
9616	ns	nanosecond	Unit	Unit	UCUM	Valid	Standard
9617	Oe	oersted	Unit	Unit	UCUM	Valid	Standard
9618	Ohm	ohm	Unit	Unit	UCUM	Valid	Standard
9619	osm	osmole	Unit	Unit	UCUM	Valid	Standard
9620	osm/kg	osmole per kilogram	Unit	Unit	UCUM	Valid	Standard
9621	osm/L	osmole per liter	Unit	Unit	UCUM	Valid	Standard
9622	P	poise	Unit	Unit	UCUM	Valid	Standard
9623	Pa	pascal	Unit	Unit	UCUM	Valid	Standard
